Name,Address,State,County,Phone,Email,Website,Category,Facility_Type,Feedstock,Latitude,Longitude,NAICS_Code,Hours,Accepts_Dropoff,Fee_Structure,Fee_Details,Offers_Payment,Payment_Details
Empire Resource Recycling Inc.,"1278 Gifford Rd., Phelps, NY, 14532",New York,,(585) 797-3348,empireresource@aol.com,http://www.empireresourceny.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.9835831760353,-77.0444289208597,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Envirovision Technologies, LLC","1224 Isley Drive, Gastonia, NC, 28052",North Carolina,,(855) 333-0133,info@evtusa.com,http://evtusa.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,35.2861590252202,-81.2393288675192,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Envision Plastics,"606B Walters Street, Reidsville, NC, 27320",North Carolina,,(336) 342-4749,,http://envisionplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,36.359700962536,-79.6866029119137,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Evergreen Plastics, Inc","202 Watertower Drive, Clyde, OH, 43410",Ohio,,(419) 547-1400,Hello@EvergreenTogether.com,https://www.evergreentogether.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.3012339972432,-82.9605080294238,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Felplast USA, Inc.","2418 Cleveland Hwy, Dalton, GA, 30720",Georgia,,(706) 278-0200,andrea@felplastusa.com,http://felplastusa.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.8202980145907,-84.9451550305565,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Florida Plastic Recycling,"5220 New Kings Road, Site 3, Jacksonville, FL, 32202",Florida,,(904) 379-2057,info@floridaplasticrecycling.com,http://www.floridaplasticrecycling.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,30.361316004005,-81.7178720243824,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Formosa Plastics Corporation, U.S.A.","9 Peach Tree Hill Road, Livingston, NJ, 07039-5702",New Jersey,,(973) 992-2090,smarwitz@ftpc.fpcusa.com,https://www.fpcusa.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.770390006141,-74.3620100218626,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Fresh Pak Corporation,"16240 Port Northwest #300, Houston, TX, 77041",Texas,,(713) 690-8742,,https://freshpakcorp.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,29.8779640020235,-95.5709680335461,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"GAR Plastics, Inc.","720 West James St., Columbus, WI, 53925",Wisconsin,,(920) 623-5775,sales@garplastics.com,http://www.garplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,43.3434189918189,-89.0202320036572,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Geo-Tech Polymers,"423 Hopewell Rd., Roosevelt Bld South, Waverly, OH, 45690",Ohio,,(614) 797-2300,sdutta@geo-tech.com,http://www.geo-tech.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,39.1156350165214,-82.9865660252918,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Global Plastics,"145 Malbert St, Perris, CA, 92570",California,,(951) 657-5466,info@globalpetinc.com,http://www.globalpetinc.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,33.7660669925465,-117.226389961888,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
GLOBAL PLASTICS RECYCLING,"353 East Ellis Avenue, Perris, CA, 92570",California,,(951) 657-8725,,,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,33.7710180151142,-117.216481965602,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Global Polymers, LLC","2101 Plantside Drive, Louisville, KY, 40299",Kentucky,,(502) 425-1133,Barry@globalpolymerscorp.com,http://www.globalpolymerscorp.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,38.2156759818158,-85.570944987969,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Gopher Resource,"2900 Lone Oak Parkway, Ste 140A, Eagan, MN, 55121",Minnesota,,(844) 275-2114,,http://www.gopherresource.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,44.8535348125051,-93.1268857853146,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
GPS Ag Recycle,"8987 Wildlife Loop, Sarasota, FL, 34238",Florida,,(251) 978-1697,,https://www.gpsagrecycle.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,27.2119697775747,-82.4644887086304,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Green Earth Plastic Recycling,"711 E. Benton St., Joliet, IL, 60432",Illinois,,(815) 727-3739,info@geplasticrecycling.com,http://www.geplasticrecycling.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.5302389913846,-88.0631169807459,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Greenpath Recovery, Inc.","330 W. Citrus Ave, Colton, CA, 92324",California,,(909) 954-0686,,http://greenpathrecovery.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.0842240043376,-117.325212013594,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Hoehn Plastics, Inc.","11481 West 925 South, Poseyville, IN, 47633",Indiana,,(812) 874-2612,sales@hoehnplastics.com,http://www.hoehnplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,38.2186520184478,-87.7815169691021,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"ICE Recycling, LLC","431 Cedar Street, Lake City, SC, 29560",South Carolina,,(843) 374-0217,info@icerecycling.com,http://icerecycling.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,33.8617270131883,-79.7549410256347,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
IMACC Corporation,"2303 Dalton Industrial Court, Dalton, GA, 30721",Georgia,,(706) 270-8635,bcutt@imacc-corp.com,http://www.imacccorp.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.713849017729,-84.9661210202453,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"INDORAMA VENTURES SUSTAINABLE RECYCLING, LLC","4685 Mountain Creek Parkway, Dallas, TX, 75236",Texas,,(256) 232-3543,,,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,32.6853470190825,-96.9658100125221,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Indorama Ventures Sustainable Solutions Fontana,"11591 Etiwanda Ave., Fontana, CA, 92337",California,,(951) 332-4660,paul.lee@us.indorama.net,https://www.indoramaventures.com/en/worldwide/1513/indorama-ventures-sustainable-solutions-fontana,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.0451989947097,-117.522241974958,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Indorama Ventures Sustainable Solutions LLC,"1764 Wilkinson Street, Athens, AL, 35611",Alabama,,(256) 232-3543,byron.geiger@us.indorama.net,https://www.indoramaventures.com/en/worldwide/1512/indorama-ventures-sustainable-solutions-llc,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.826885980939,-86.9630960407495,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
In-Plas Recycling,"4211 Crawford Ave, Cincinnati, OH, 45223",Ohio,,(513) 541-9800,sales@inplasrecycling.com,http://www.inplasrecycling.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,39.1636769842187,-84.5299720412725,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Intercontinental Export Import , Inc.","8815 Centre Park Drive, Suite 400, Columbia, MD, 21045",Maryland,,(410) 674-5600,info@ieiplastics.com,http://www.ieiplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,39.2284849794715,-76.8161979954765,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
InterPlastics,"3655 Illinois Ave., St. Charles, IL, 60174",Illinois,,(630) 444-1568,interplastics@gmail.com,http://inter-plastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.917689993008,-88.2721410264596,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
Invema Group,"1462 NW 82 AVE #4816, Doral, FL, 33126",Florida,,(305) 328-5038,info@invemacorp.com,http://www.invemagroup.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,25.7870584333674,-80.3288311221737,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Jadcore LLC,"300 N Fruitridge Ave, Terre Haute, IN, 47803",Indiana,,(812) 234-2724,jadcore@jadcore.com,http://www.jadcore.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,39.4782910074472,-87.3617360030122,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
"Jerico Plastic Industries, Inc.","7970 Boneta Rd, Wadsworth, OH, 44281",Ohio,,(330) 334-5244,info@jericoplastic.com,http://jericoplastic.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.0569580137063,-81.7774070062569,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Jet Polymer Recycling,"4811 Gault Ave N, Fort Payne, AL , 35967",Alabama,,(888) 267-1902,info@jetpoly.com,http://www.jetpolymer.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.4921276328541,-85.6779022658638,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
JP Industrial,"11988 State Route 45, Lisbon, OH, 44432",Ohio,,(330) 424-1110,,http://www.jpindustrial.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.7275879852137,-80.7276599671355,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
JW Industrial Polymers LLC,"102 Conners Rd., Villa Rica, GA, 30180",Georgia,,(925) 876-6137,snow@polymersjw.com,https://www.polymersjw.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,33.7320199952144,-84.9038829584157,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Kasha Industries, Inc.","2113 N Court Street, Grayville, IL, 62844",Illinois,,(618) 375-2511,dknight@kiplastics.com,https://www.kashaindustries.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,38.278382597323,-87.9903567725041,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
KW Plastics Recycling,"279 Pike County Lake Road, Troy, AL, 36079",Alabama,,(334) 566-1563,info@kwplastics.com,http://www.kwplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,31.7845991061062,-85.9808638828995,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Laudadio Polymers, Inc.","20701 Clay Center Drive, Katy, TX, 77449",Texas,,(713) 937-0400,sales@laudadiopolymers.com,http://laudadiopolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,29.8311327529398,-95.7350778937809,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Lyrba USA,"25329 Budde Road, Ste 304, The Woodlands, TX, 77380",Texas,,(832) 631-6000,info@lyrbausa.com,http://www.lyrbausa.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,30.1297829859563,-95.451377972705,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Manassas Polymers,"161 Executive Dr., Calhoun, GA, 30701",Georgia,,(706) 602-5112,info@manassaspolymers.com,http://www.manassaspolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.4697840066952,-84.9269359581763,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Marglen Industries,"1748 Ward Mountain Road, Rome, GA, 30161",Georgia,,(706) 295-5621,,http://www.marglen.us/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.3196619834377,-85.0813189638226,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Marsh Plastics Inc.,"4043 Maple Road, Amherst, NY, 14226",New York,,(716) 834-6500,hek@marshplastics.com,http://www.marshplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.9902911293275,-78.8101330673368,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Material Recovery, Inc.","8100 West Florist Ave , Milwaukee, WI, 53218",Wisconsin,,(414) 393-0300,,http://www.materialrecoveryinc.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,43.1275149961595,-88.0120120141711,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"McDunnough, Inc.","340 North Fenway Drive, Fenton, MI, 48430",Michigan,,(734) 449-4008,info@mcdunnough.com,http://www.mcdunnough.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.8002929979937,-83.7249049934208,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Mega Polymers,"1343 Enterprise Drive, Romeoville, IL, 60446",Illinois,,(815) 230-0092,orders@megapolymers.com,http://www.megapolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.6641799421362,-88.0755118101338,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Michigan Polymer Reclaim, Inc.","107 E. Walker Rd., St. Johns, MI, 48879",Michigan,,(989) 227-1125,recycle@visitmpr.com,http://www.visitmpr.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,43.0167390094216,-84.556876022628,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Midland Compounding & Consulting,"3802 James Savage Road, Midland, MI , 48642",Michigan,,(989) 495-9367,midcom@midlandcompounding.com,http://www.midlandcompounding.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,43.6096770193473,-84.1807269696987,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
MirPlastics LLC,"2734 Middlebrook Pike, Knoxville, TN, 37921",Tennessee,,(865) 525-2872,rhonda@mirplastics.com,http://www.mirplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,35.9633130049164,-83.9576789941441,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
MJS Plastics Inc.,"1355 Sater Street, Greenville, OH , 45331",Ohio,,(937) 548-1000,info@mjsplastics.com,https://www.mjsplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.0916459924038,-84.6198899972345,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
MOHAWK INDUSTRIES INC.,"106 John Bankson Drive, Summerville, GA, 30747",Georgia,,(706) 624-2253,,,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,34.453649158604,-85.3592937752533,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Netafim ReGen Recycling,"5470 East Home Ave., Fresno, CA, 93727",California,,(559) 453-6800,,https://www.netafimusa.com/recycling/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,36.7630370085888,-119.705607974765,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Northstar Pulp & Paper Company, Inc","89 Guion Street, Springfield, MA, 01104",Massachusetts,,(413) 263-6000,,http://northstarpulpandpaper.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.1349262502674,-72.5584236963458,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Northwest Polymers, LLC","291 Commercial Parkway, Molalla, OR, 97038",Oregon,,(503) 829-3550,rthompson@nwpoly.com,http://www.nwpoly.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,45.1482989802715,-122.602078971733,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Novek LLC,"3303-B NW 48th Street, Miami, FL, 33142",Florida,,(786) 781-1802,office@novekllc.com,https://www.novekllc.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,25.817893988368,-80.2510979772783,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
"Nu-Pro Polymers, Inc.","555 Allendale Dr, Wheeling, IL, 60090",Illinois,,(908) 781-7205,,https://www.nu-propolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.14522501088,-87.9298670161189,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Nu-Tech Polymers Co. Inc.,"10087 International Blvd., Cincinnati, OH , 45242",Ohio,,(513) 942-6003,info@nu-techpolymers.com,http://www.nu-techpolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,39.3040940208846,-84.4450200276659,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
"Nuvida Plastics Technology, Inc.","925 Georges Rd., Monmouth Junction, NJ , 08852",New Jersey,,(732) 297-2300,,http://www.nuvidaplastics.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,40.4092570070221,-74.5137880158209,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Orpet LLC,"58144 Old Portland Road, St. Helens, OR, 97051",Oregon,,(503) 410-5456,,http://www.orpet.net/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,45.8343650055279,-122.827619976749,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
Oxford Polymers,"221 South Street, New Britain, CT, 06051",Connecticut,,(860) 225-3700,info@oxfordpolymers.com,https://oxfordpolymers.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,41.6501310102876,-72.7658039670278,562920,Mon-Sat: 8AM-4PM,By Appointment,Varies,Contact facility for rates,No,
Padnos,"185 W. 8th Street, Holland, MI , 49423",Michigan,,(616) 396-6521,hive@padnos.com,http://www.padnos.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,42.7907260194378,-86.115954018252,562920,Mon-Fri: 7AM-4:30PM,By Appointment,Varies,Contact facility for rates,No,
Parallel Products,"401 Industry Rd., Louisville, KY , 40208",Kentucky,,(800) 883-9100,CustomerServices@parallelproducts.com,http://www.parallelproducts.com/,PlasticRecycling Facilities,Plastic Recycling Facility,Plastic,38.2148499871674,-85.7647390317939,562920,Mon-Fri: 8AM-5PM,By Appointment,Varies,Contact facility for rates,No,
